0.932040078,0.012286001,0.5
0.444279535,0.013437334,0.9
0.37066109,0.011876001,1.1
0.670261686,0.016316668,0.65
0.637293671,0.017053334,0.69
0.562877762,0.016063779,0.65
0.562702841,0.015491112,1
0.619666553,0.017038223,0.75
0.482305711,0.016724001,0.95
0.560178847,0.017229779,0.57
0.539734428,0.011856001,1.05
0.954689364,0.019392445,0.6
1.03430741,0.017958667,0.55
1.010360879,0.018351556,0.6
0.559897719,0.014188668,0.65
0.936144924,0.017017334,1.15
1.008632321,0.01933489,0.48
0.535612656,0.015911556,0.76
0.679257155,0.016907779,0.6
0.812971803,0.017054801,0.65
1.237729635,0.011719334,0.64
1.119363136,0.01510489,0.9
0.680824009,0.017706445,0.66
0.879824619,0.012988445,0.61
1.002194766,0.016792223,0.86
0.833092071,0.018786223,0.75
0.529936114,0.016318001,1.05
1.03466448,0.012250001,0.6
0.782613154,0.018522001,1
0.737567175,0.017509779,0.75
0.908728881,0.017327112,0.65
0.924631872,0.015369779,0.5
0.866720775,0.017655112,0.55
0.784645678,0.018048001,0.8
0.496012849,0.016192668,1.05
0.586796517,0.017113715,1.15
0.718484836,0.014393001,0.25
0.511130568,0.015583112,0.7
0.508302506,0.014699112,0.55
0.544546828,0.014589334,0.75
0.764729128,0.016104223,0.75
0.657239548,0.014671779,0.55
0.456697382,0.014771334,0.8
0.895976083,0.016598001,0.35
0.52294141,0.016652001,1.1
0.583234041,0.016455334,0.85
0.502340133,0.014760445,0.65
0.82472682,0.014676001,0.65
0.704675695,0.013018001,0.21
0.40459776,0.016009779,0.6
0.491941511,0.014061779,0.85
0.753725412,0.014684668,0.45
0.561471161,0.016848223,0.45
0.417678753,0.016523779,0.7
0.794285945,0.015283334,0.38
0.532719723,0.015368001,0.55
0.324276417,0.011263501,0.78
0.673528724,0.015329334,0.45
0.469885226,0.015455201,0.6
0.791681411,0.011734001,0.58
0.361562657,0.012529556,0.75
0.351146335,0.012742668,1.52
0.39706579,0.012449112,1.09
0.610081966,0.01135289,0.94
0.67847014,0.016010668,0.97
0.249784366,0.010693779,1.6
1.043452596,0.008853334,0.7
0.661466242,0.016489112,0.9
0.887071638,0.017375334,0.9
0.744608772,0.016037556,0.85
1.650796381,0.012339334,0.4
0.654028973,0.016397334,0.95
0.924510931,0.017038667,0.8
0.49698597,0.01675089,0.67
0.601423112,0.016901334,0.7
0.644662718,0.017208223,0.91
0.685315813,0.013215556,0.53
0.719289659,0.018437556,0.57
0.510599894,0.012711334,0.7
0.712182741,0.017121334,0.7
0.615357926,0.016135334,0.6
0.306245305,0.005735556,0.7
0.613715816,0.017017112,0.6
0.74911402,0.016403779,0.7