date,secchi,rrs,site,type,ac,wavelength
14-Oct-2020,1.5570586,0.015887501,17,S2A,acolite,490
15-Oct-2019,NaN,NaN,1,S2B,acolite,560
15-Oct-2019,NaN,NaN,2,S2B,acolite,560
15-Oct-2019,1.4600288,0.018195389,3,S2B,acolite,560
15-Oct-2019,NaN,NaN,4,S2B,acolite,560
15-Oct-2019,1.1810551,0.020452239,5,S2B,acolite,560
15-Oct-2019,1.1018633,0.020396555,6,S2B,acolite,560
15-Oct-2019,1.7011164,0.018662427,7,S2B,acolite,560
15-Oct-2019,NaN,NaN,8,S2B,acolite,560
15-Oct-2019,NaN,NaN,9,S2B,acolite,560
15-Oct-2019,NaN,NaN,10,S2B,acolite,560
15-Oct-2019,NaN,NaN,11,S2B,acolite,560
15-Oct-2019,1.0600719,0.021446519,12,S2B,acolite,560
15-Oct-2019,NaN,NaN,13,S2B,acolite,560
15-Oct-2019,NaN,NaN,14,S2B,acolite,560
15-Oct-2019,1.1247288,0.019272005,15,S2B,acolite,560
15-Oct-2019,1.2846752,0.019413238,16,S2B,acolite,560
15-Oct-2019,1.1508836,0.020794638,17,S2B,acolite,560
27-Apr-2021,NaN,NaN,1,S2B,acolite,560
27-Apr-2021,NaN,NaN,2,S2B,acolite,560
27-Apr-2021,1.2943877,0.016072808,3,S2B,acolite,560
27-Apr-2021,NaN,NaN,4,S2B,acolite,560
27-Apr-2021,0.95235431,0.019238394,5,S2B,acolite,560
27-Apr-2021,1.040851,0.019216634,6,S2B,acolite,560
27-Apr-2021,1.9210782,0.015331475,7,S2B,acolite,560
27-Apr-2021,NaN,NaN,8,S2B,acolite,560
27-Apr-2021,NaN,NaN,9,S2B,acolite,560
27-Apr-2021,NaN,NaN,10,S2B,acolite,560
27-Apr-2021,NaN,NaN,11,S2B,acolite,560
27-Apr-2021,1.222705,0.017930297,12,S2B,acolite,560
27-Apr-2021,NaN,NaN,13,S2B,acolite,560
27-Apr-2021,NaN,NaN,14,S2B,acolite,560
27-Apr-2021,1.2069076,0.016751923,15,S2B,acolite,560
27-Apr-2021,0.82682109,0.019967021,16,S2B,acolite,560
27-Apr-2021,1.0595556,0.018852379,17,S2B,acolite,560
27-Apr-2021,NaN,NaN,1,S2B,seadas,560
27-Apr-2021,NaN,NaN,2,S2B,seadas,560
27-Apr-2021,1.797842672,0.012377334,3,S2B,seadas,560
27-Apr-2021,NaN,NaN,4,S2B,seadas,560
27-Apr-2021,1.241933273,0.013677112,5,S2B,seadas,560
27-Apr-2021,1.415340899,0.013971334,6,S2B,seadas,560
27-Apr-2021,2.39917468,0.012774668,7,S2B,seadas,560
27-Apr-2021,NaN,NaN,8,S2B,seadas,560
27-Apr-2021,NaN,NaN,9,S2B,seadas,560
27-Apr-2021,NaN,NaN,10,S2B,seadas,560
27-Apr-2021,NaN,NaN,11,S2B,seadas,560
27-Apr-2021,1.68571567,0.013840668,12,S2B,seadas,560
27-Apr-2021,NaN,NaN,13,S2B,seadas,560
27-Apr-2021,NaN,NaN,14,S2B,seadas,560
27-Apr-2021,1.627012945,0.013174223,15,S2B,seadas,560
27-Apr-2021,0.864758627,0.01300089,16,S2B,seadas,560
27-Apr-2021,1.467544119,0.013891556,17,S2B,seadas,560
15-Oct-2019,NaN,NaN,1,S2B,seadas,560
15-Oct-2019,NaN,NaN,2,S2B,seadas,560
15-Oct-2019,1.858352413,0.013473556,3,S2B,seadas,560
15-Oct-2019,NaN,NaN,4,S2B,seadas,560
15-Oct-2019,1.532282402,0.015240001,5,S2B,seadas,560
15-Oct-2019,1.386755487,0.014690001,6,S2B,seadas,560
15-Oct-2019,2.186096603,0.013941334,7,S2B,seadas,560
15-Oct-2019,NaN,NaN,8,S2B,seadas,560
15-Oct-2019,NaN,NaN,9,S2B,seadas,560
15-Oct-2019,NaN,NaN,10,S2B,seadas,560
15-Oct-2019,NaN,NaN,11,S2B,seadas,560
15-Oct-2019,1.323175516,0.015441334,12,S2B,seadas,560
15-Oct-2019,NaN,NaN,13,S2B,seadas,560
15-Oct-2019,NaN,NaN,14,S2B,seadas,560
15-Oct-2019,1.442973225,0.012957334,15,S2B,seadas,560
15-Oct-2019,1.611908522,0.014196223,16,S2B,seadas,560
15-Oct-2019,1.474545291,0.015097334,17,S2B,seadas,560
16-Aug-2016,NaN,NaN,1,S2A,seadas,560
16-Aug-2016,NaN,NaN,2,S2A,seadas,560
16-Aug-2016,1.848998085,0.011907556,3,S2A,seadas,560
16-Aug-2016,NaN,NaN,4,S2A,seadas,560
16-Aug-2016,2.389390555,0.013685112,5,S2A,seadas,560
16-Aug-2016,1.829776748,0.013752001,6,S2A,seadas,560
16-Aug-2016,1.783401863,0.011553556,7,S2A,seadas,560
16-Aug-2016,NaN,NaN,8,S2A,seadas,560
16-Aug-2016,NaN,NaN,9,S2A,seadas,560
16-Aug-2016,NaN,NaN,10,S2A,seadas,560
16-Aug-2016,NaN,NaN,11,S2A,seadas,560
16-Aug-2016,2.270644799,0.01238089,12,S2A,seadas,560
16-Aug-2016,NaN,NaN,13,S2A,seadas,560
16-Aug-2016,NaN,NaN,14,S2A,seadas,560
16-Aug-2016,1.408577305,0.01121089,15,S2A,seadas,560
16-Aug-2016,1.770562128,0.01362689,16,S2A,seadas,560
16-Aug-2016,2.857092086,0.01383289,17,S2A,seadas,560
18-Oct-2016,NaN,-0.013342499,1,S2A,seadas,560
18-Oct-2016,1.261993936,0.011315334,2,S2A,seadas,560
18-Oct-2016,1.883762286,0.011919334,3,S2A,seadas,560
18-Oct-2016,1.23243965,0.011317779,4,S2A,seadas,560
18-Oct-2016,1.717458902,0.014533334,5,S2A,seadas,560
18-Oct-2016,1.752889432,0.013120668,6,S2A,seadas,560
18-Oct-2016,2.697797777,0.011455334,7,S2A,seadas,560
18-Oct-2016,1.961495704,0.013607334,8,S2A,seadas,560
18-Oct-2016,NaN,NaN,9,S2A,seadas,560
18-Oct-2016,NaN,0.007735334,10,S2A,seadas,560
18-Oct-2016,NaN,0.008550001,11,S2A,seadas,560
18-Oct-2016,1.405962465,0.01307489,12,S2A,seadas,560
18-Oct-2016,1.552577903,0.012279112,13,S2A,seadas,560
18-Oct-2016,1.647485473,0.013611334,14,S2A,seadas,560
18-Oct-2016,1.394302665,0.013524223,15,S2A,seadas,560
18-Oct-2016,1.633989894,0.013997334,16,S2A,seadas,560
18-Oct-2016,1.749120737,0.01393489,17,S2A,seadas,560
28-Apr-2018,NaN,NaN,1,S2A,seadas,560
28-Apr-2018,NaN,NaN,2,S2A,seadas,560
28-Apr-2018,3.503466766,0.011864668,3,S2A,seadas,560
28-Apr-2018,NaN,NaN,4,S2A,seadas,560
28-Apr-2018,3.177731268,0.013901112,5,S2A,seadas,560
28-Apr-2018,2.413583631,0.014541779,6,S2A,seadas,560
28-Apr-2018,2.987779186,0.011765556,7,S2A,seadas,560
28-Apr-2018,NaN,NaN,8,S2A,seadas,560
28-Apr-2018,NaN,NaN,9,S2A,seadas,560
28-Apr-2018,NaN,NaN,10,S2A,seadas,560
28-Apr-2018,NaN,NaN,11,S2A,seadas,560
28-Apr-2018,2.435073996,0.01442089,12,S2A,seadas,560
28-Apr-2018,NaN,NaN,13,S2A,seadas,560
28-Apr-2018,NaN,NaN,14,S2A,seadas,560
28-Apr-2018,1.627211791,0.013735556,15,S2A,seadas,560
28-Apr-2018,2.592350484,0.01427289,16,S2A,seadas,560
28-Apr-2018,2.068175583,0.015552667,17,S2A,seadas,560
14-Oct-2020,NaN,NaN,1,S2A,seadas,560
14-Oct-2020,NaN,NaN,2,S2A,seadas,560
14-Oct-2020,1.733929778,0.01343289,3,S2A,seadas,560
14-Oct-2020,NaN,NaN,4,S2A,seadas,560
14-Oct-2020,1.903139399,0.014932445,5,S2A,seadas,560
14-Oct-2020,1.997252623,0.013573556,6,S2A,seadas,560
14-Oct-2020,1.7306939,0.01284889,7,S2A,seadas,560
14-Oct-2020,NaN,NaN,8,S2A,seadas,560
14-Oct-2020,NaN,NaN,9,S2A,seadas,560
14-Oct-2020,NaN,NaN,10,S2A,seadas,560
14-Oct-2020,NaN,NaN,11,S2A,seadas,560
14-Oct-2020,2.026182729,0.013023779,12,S2A,seadas,560
14-Oct-2020,NaN,NaN,13,S2A,seadas,560
14-Oct-2020,NaN,NaN,14,S2A,seadas,560
14-Oct-2020,1.327633113,0.012423112,15,S2A,seadas,560
14-Oct-2020,1.742672064,0.014508668,16,S2A,seadas,560
14-Oct-2020,2.04945725,0.014195334,17,S2A,seadas,560
16-Aug-2016,NaN,NaN,1,S2A,acolite,560
16-Aug-2016,NaN,NaN,2,S2A,acolite,560
16-Aug-2016,1.443302,0.016929246,3,S2A,acolite,560
16-Aug-2016,NaN,NaN,4,S2A,acolite,560
16-Aug-2016,1.6605572,0.01803801,5,S2A,acolite,560
16-Aug-2016,1.3237262,0.018870886,6,S2A,acolite,560
16-Aug-2016,1.4646021,0.016333394,7,S2A,acolite,560
16-Aug-2016,NaN,NaN,8,S2A,acolite,560
16-Aug-2016,NaN,NaN,9,S2A,acolite,560
16-Aug-2016,NaN,NaN,10,S2A,acolite,560
16-Aug-2016,NaN,NaN,11,S2A,acolite,560
16-Aug-2016,1.5970634,0.01696793,12,S2A,acolite,560
16-Aug-2016,NaN,NaN,13,S2A,acolite,560
16-Aug-2016,NaN,NaN,14,S2A,acolite,560
16-Aug-2016,1.195237,0.016545551,15,S2A,acolite,560
16-Aug-2016,1.3517936,0.018653005,16,S2A,acolite,560
16-Aug-2016,1.7317978,0.018252455,17,S2A,acolite,560
18-Oct-2016,NaN,NaN,1,S2A,acolite,560
18-Oct-2016,1.2079337,0.017251911,2,S2A,acolite,560
18-Oct-2016,1.4930301,0.017646763,3,S2A,acolite,560
18-Oct-2016,1.0773871,0.018760484,4,S2A,acolite,560
18-Oct-2016,1.2791227,0.021015326,5,S2A,acolite,560
18-Oct-2016,1.2464573,0.020824317,6,S2A,acolite,560
18-Oct-2016,2.0103889,0.016019531,7,S2A,acolite,560
18-Oct-2016,1.5394052,0.018945815,8,S2A,acolite,560
18-Oct-2016,NaN,NaN,9,S2A,acolite,560
18-Oct-2016,1.0665809,0.016409902,10,S2A,acolite,560
18-Oct-2016,1.1720988,0.015905688,11,S2A,acolite,560
18-Oct-2016,1.1069481,0.021180013,12,S2A,acolite,560
18-Oct-2016,1.3376877,0.018159306,13,S2A,acolite,560
18-Oct-2016,1.2995324,0.019896213,14,S2A,acolite,560
18-Oct-2016,1.1066806,0.021245904,15,S2A,acolite,560
18-Oct-2016,1.2270057,0.020978594,16,S2A,acolite,560
18-Oct-2016,1.2633729,0.021178044,17,S2A,acolite,560
28-Apr-2018,NaN,NaN,1,S2A,acolite,560
28-Apr-2018,NaN,NaN,2,S2A,acolite,560
28-Apr-2018,2.4821038,0.013985162,3,S2A,acolite,560
28-Apr-2018,NaN,NaN,4,S2A,acolite,560
28-Apr-2018,2.0432749,0.017112551,5,S2A,acolite,560
28-Apr-2018,1.7212806,0.018315934,6,S2A,acolite,560
28-Apr-2018,2.2417865,0.014145414,7,S2A,acolite,560
28-Apr-2018,NaN,0.018901579,8,S2A,acolite,560
28-Apr-2018,NaN,NaN,9,S2A,acolite,560
28-Apr-2018,NaN,NaN,10,S2A,acolite,560
28-Apr-2018,NaN,NaN,11,S2A,acolite,560
28-Apr-2018,1.5252035,0.018666996,12,S2A,acolite,560
28-Apr-2018,NaN,NaN,13,S2A,acolite,560
28-Apr-2018,NaN,NaN,14,S2A,acolite,560
28-Apr-2018,1.2122149,0.017039908,15,S2A,acolite,560
28-Apr-2018,1.9163895,0.016804025,16,S2A,acolite,560
28-Apr-2018,1.4397014,0.019461807,17,S2A,acolite,560
14-Oct-2020,NaN,NaN,1,S2A,acolite,560
14-Oct-2020,NaN,NaN,2,S2A,acolite,560
14-Oct-2020,1.3467348,0.019120289,3,S2A,acolite,560
14-Oct-2020,NaN,NaN,4,S2A,acolite,560
14-Oct-2020,1.4874351,0.019291773,5,S2A,acolite,560
14-Oct-2020,1.5194716,0.018135427,6,S2A,acolite,560
14-Oct-2020,1.4294857,0.018390564,7,S2A,acolite,560
14-Oct-2020,1.0680916,0.019034857,8,S2A,acolite,560
14-Oct-2020,NaN,NaN,9,S2A,acolite,560
14-Oct-2020,NaN,NaN,10,S2A,acolite,560
14-Oct-2020,NaN,NaN,11,S2A,acolite,560
14-Oct-2020,1.5141066,0.01830765,12,S2A,acolite,560
14-Oct-2020,0.82747203,0.019370515,13,S2A,acolite,560
14-Oct-2020,NaN,NaN,14,S2A,acolite,560
14-Oct-2020,1.1104002,0.01815925,15,S2A,acolite,560
14-Oct-2020,1.4416319,0.019397942,16,S2A,acolite,560
14-Oct-2020,1.5570586,0.018742751,17,S2A,acolite,560
15-Oct-2019,NaN,NaN,1,S2B,acolite,665
15-Oct-2019,NaN,NaN,2,S2B,acolite,665
15-Oct-2019,1.4600288,0.01034307,3,S2B,acolite,665
15-Oct-2019,NaN,NaN,4,S2B,acolite,665
15-Oct-2019,1.1810551,0.012958496,5,S2B,acolite,665
15-Oct-2019,1.1018633,0.013590945,6,S2B,acolite,665
15-Oct-2019,1.7011164,0.009292204,7,S2B,acolite,665
15-Oct-2019,NaN,NaN,8,S2B,acolite,665
15-Oct-2019,NaN,NaN,9,S2B,acolite,665
15-Oct-2019,NaN,NaN,10,S2B,acolite,665
15-Oct-2019,NaN,NaN,11,S2B,acolite,665
15-Oct-2019,1.0600719,0.014346706,12,S2B,acolite,665
15-Oct-2019,NaN,NaN,13,S2B,acolite,665
15-Oct-2019,NaN,NaN,14,S2B,acolite,665
15-Oct-2019,1.1247288,0.013068453,15,S2B,acolite,665
15-Oct-2019,1.2846752,0.011788373,16,S2B,acolite,665
15-Oct-2019,1.1508836,0.013292668,17,S2B,acolite,665
27-Apr-2021,NaN,NaN,1,S2B,acolite,665
27-Apr-2021,NaN,NaN,2,S2B,acolite,665
27-Apr-2021,1.2943877,0.010519842,3,S2B,acolite,665
27-Apr-2021,NaN,NaN,4,S2B,acolite,665
27-Apr-2021,0.95235431,0.014721589,5,S2B,acolite,665
27-Apr-2021,1.040851,0.013735208,6,S2B,acolite,665
27-Apr-2021,1.9210782,0.007583068,7,S2B,acolite,665
27-Apr-2021,NaN,NaN,8,S2B,acolite,665
27-Apr-2021,NaN,NaN,9,S2B,acolite,665
27-Apr-2021,NaN,NaN,10,S2B,acolite,665
27-Apr-2021,NaN,NaN,11,S2B,acolite,665
27-Apr-2021,1.222705,0.011703957,12,S2B,acolite,665
27-Apr-2021,NaN,NaN,13,S2B,acolite,665
27-Apr-2021,NaN,NaN,14,S2B,acolite,665
27-Apr-2021,1.2069076,0.011331448,15,S2B,acolite,665
27-Apr-2021,0.82682109,0.016546451,16,S2B,acolite,665
27-Apr-2021,1.0595556,0.013432734,17,S2B,acolite,665
27-Apr-2021,NaN,NaN,1,S2B,seadas,665
27-Apr-2021,NaN,NaN,2,S2B,seadas,665
27-Apr-2021,1.797842672,0.006771334,3,S2B,seadas,665
27-Apr-2021,NaN,NaN,4,S2B,seadas,665
27-Apr-2021,1.241933273,0.009306668,5,S2B,seadas,665
27-Apr-2021,1.415340899,0.00872489,6,S2B,seadas,665
27-Apr-2021,2.39917468,0.005706445,7,S2B,seadas,665
27-Apr-2021,NaN,NaN,8,S2B,seadas,665
27-Apr-2021,NaN,NaN,9,S2B,seadas,665
27-Apr-2021,NaN,NaN,10,S2B,seadas,665
27-Apr-2021,NaN,NaN,11,S2B,seadas,665
27-Apr-2021,1.68571567,0.007687112,12,S2B,seadas,665
27-Apr-2021,NaN,NaN,13,S2B,seadas,665
27-Apr-2021,NaN,NaN,14,S2B,seadas,665
27-Apr-2021,1.627012945,0.007623779,15,S2B,seadas,665
27-Apr-2021,0.864758627,0.010095334,16,S2B,seadas,665
27-Apr-2021,1.467544119,0.008467779,17,S2B,seadas,665
15-Oct-2019,NaN,NaN,1,S2B,seadas,665
15-Oct-2019,NaN,NaN,2,S2B,seadas,665
15-Oct-2019,1.858352413,0.007042223,3,S2B,seadas,665
15-Oct-2019,NaN,NaN,4,S2B,seadas,665
15-Oct-2019,1.532282402,0.008853779,5,S2B,seadas,665
15-Oct-2019,1.386755487,0.009084445,6,S2B,seadas,665
15-Oct-2019,2.186096603,0.006391112,7,S2B,seadas,665
15-Oct-2019,NaN,NaN,8,S2B,seadas,665
15-Oct-2019,NaN,NaN,9,S2B,seadas,665
15-Oct-2019,NaN,NaN,10,S2B,seadas,665
15-Oct-2019,NaN,NaN,11,S2B,seadas,665
15-Oct-2019,1.323175516,0.009643334,12,S2B,seadas,665
15-Oct-2019,NaN,NaN,13,S2B,seadas,665
15-Oct-2019,NaN,NaN,14,S2B,seadas,665
15-Oct-2019,1.442973225,0.008031779,15,S2B,seadas,665
15-Oct-2019,1.611908522,0.007893556,16,S2B,seadas,665
15-Oct-2019,1.474545291,0.008937779,17,S2B,seadas,665
16-Aug-2016,NaN,NaN,1,S2A,seadas,665
16-Aug-2016,NaN,NaN,2,S2A,seadas,665
16-Aug-2016,1.848998085,0.006137334,3,S2A,seadas,665
16-Aug-2016,NaN,NaN,4,S2A,seadas,665
16-Aug-2016,2.389390555,0.005950668,5,S2A,seadas,665
16-Aug-2016,1.829776748,0.007093779,6,S2A,seadas,665
16-Aug-2016,1.783401863,0.006261334,7,S2A,seadas,665
16-Aug-2016,NaN,NaN,8,S2A,seadas,665
16-Aug-2016,NaN,NaN,9,S2A,seadas,665
16-Aug-2016,NaN,NaN,10,S2A,seadas,665
16-Aug-2016,NaN,NaN,11,S2A,seadas,665
16-Aug-2016,2.270644799,0.005644445,12,S2A,seadas,665
16-Aug-2016,NaN,NaN,13,S2A,seadas,665
16-Aug-2016,NaN,NaN,14,S2A,seadas,665
16-Aug-2016,1.408577305,0.006911779,15,S2A,seadas,665
16-Aug-2016,1.770562128,0.006920223,16,S2A,seadas,665
16-Aug-2016,2.857092086,0.005207556,17,S2A,seadas,665
18-Oct-2016,NaN,-0.012254999,1,S2A,seadas,665
18-Oct-2016,1.261993936,0.007397112,2,S2A,seadas,665
18-Oct-2016,1.883762286,0.006412668,3,S2A,seadas,665
18-Oct-2016,1.23243965,0.007597334,4,S2A,seadas,665
18-Oct-2016,1.717458902,0.007775779,5,S2A,seadas,665
18-Oct-2016,1.752889432,0.007102445,6,S2A,seadas,665
18-Oct-2016,2.697797777,0.004865334,7,S2A,seadas,665
18-Oct-2016,1.961495704,0.006815556,8,S2A,seadas,665
18-Oct-2016,NaN,NaN,9,S2A,seadas,665
18-Oct-2016,NaN,0.005896001,10,S2A,seadas,665
18-Oct-2016,NaN,0.006441779,11,S2A,seadas,665
18-Oct-2016,1.405962465,0.007883334,12,S2A,seadas,665
18-Oct-2016,1.552577903,0.007091334,13,S2A,seadas,665
18-Oct-2016,1.647485473,0.007590445,14,S2A,seadas,665
18-Oct-2016,1.394302665,0.008379112,15,S2A,seadas,665
18-Oct-2016,1.633989894,0.007808668,16,S2A,seadas,665
18-Oct-2016,1.749120737,0.007467112,17,S2A,seadas,665
28-Apr-2018,NaN,NaN,1,S2A,seadas,665
28-Apr-2018,NaN,NaN,2,S2A,seadas,665
28-Apr-2018,3.503466766,0.004058001,3,S2A,seadas,665
28-Apr-2018,NaN,NaN,4,S2A,seadas,665
28-Apr-2018,3.177731268,0.004815112,5,S2A,seadas,665
28-Apr-2018,2.413583631,0.006140223,6,S2A,seadas,665
28-Apr-2018,2.987779186,0.004636001,7,S2A,seadas,665
28-Apr-2018,NaN,NaN,8,S2A,seadas,665
28-Apr-2018,NaN,NaN,9,S2A,seadas,665
28-Apr-2018,NaN,NaN,10,S2A,seadas,665
28-Apr-2018,NaN,NaN,11,S2A,seadas,665
28-Apr-2018,2.435073996,0.006047779,12,S2A,seadas,665
28-Apr-2018,NaN,NaN,13,S2A,seadas,665
28-Apr-2018,NaN,NaN,14,S2A,seadas,665
28-Apr-2018,1.627211791,0.007967779,15,S2A,seadas,665
28-Apr-2018,2.592350484,0.005752001,16,S2A,seadas,665
28-Apr-2018,2.068175583,0.007218445,17,S2A,seadas,665
14-Oct-2020,NaN,NaN,1,S2A,seadas,665
14-Oct-2020,NaN,NaN,2,S2A,seadas,665
14-Oct-2020,1.733929778,0.007301334,3,S2A,seadas,665
14-Oct-2020,NaN,NaN,4,S2A,seadas,665
14-Oct-2020,1.903139399,0.007393556,5,S2A,seadas,665
14-Oct-2020,1.997252623,0.00670889,6,S2A,seadas,665
14-Oct-2020,1.7306939,0.00709889,7,S2A,seadas,665
14-Oct-2020,NaN,NaN,8,S2A,seadas,665
14-Oct-2020,NaN,NaN,9,S2A,seadas,665
14-Oct-2020,NaN,NaN,10,S2A,seadas,665
14-Oct-2020,NaN,NaN,11,S2A,seadas,665
14-Oct-2020,2.026182729,0.006350223,12,S2A,seadas,665
14-Oct-2020,NaN,NaN,13,S2A,seadas,665
14-Oct-2020,NaN,NaN,14,S2A,seadas,665
14-Oct-2020,1.327633113,0.008168445,15,S2A,seadas,665
14-Oct-2020,1.742672064,0.007610668,16,S2A,seadas,665
14-Oct-2020,2.04945725,0.006820445,17,S2A,seadas,665
16-Aug-2016,NaN,NaN,1,S2A,acolite,665
16-Aug-2016,NaN,NaN,2,S2A,acolite,665
16-Aug-2016,1.443302,0.009991006,3,S2A,acolite,665
16-Aug-2016,NaN,NaN,4,S2A,acolite,665
16-Aug-2016,1.6605572,0.009292055,5,S2A,acolite,665
16-Aug-2016,1.3237262,0.011327025,6,S2A,acolite,665
16-Aug-2016,1.4646021,0.009709985,7,S2A,acolite,665
16-Aug-2016,NaN,NaN,8,S2A,acolite,665
16-Aug-2016,NaN,NaN,9,S2A,acolite,665
16-Aug-2016,NaN,NaN,10,S2A,acolite,665
16-Aug-2016,NaN,NaN,11,S2A,acolite,665
16-Aug-2016,1.5970634,0.009240222,12,S2A,acolite,665
16-Aug-2016,NaN,NaN,13,S2A,acolite,665
16-Aug-2016,NaN,NaN,14,S2A,acolite,665
16-Aug-2016,1.195237,0.011377019,15,S2A,acolite,665
16-Aug-2016,1.3517936,0.011039173,16,S2A,acolite,665
16-Aug-2016,1.7317978,0.009034719,17,S2A,acolite,665
18-Oct-2016,NaN,NaN,1,S2A,acolite,665
18-Oct-2016,1.2079337,0.011531741,2,S2A,acolite,665
18-Oct-2016,1.4930301,0.010009017,3,S2A,acolite,665
18-Oct-2016,1.0773871,0.013232344,4,S2A,acolite,665
18-Oct-2016,1.2791227,0.012283505,5,S2A,acolite,665
18-Oct-2016,1.2464573,0.012568485,6,S2A,acolite,665
18-Oct-2016,2.0103889,0.007568614,7,S2A,acolite,665
18-Oct-2016,1.5394052,0.010123365,8,S2A,acolite,665
18-Oct-2016,NaN,NaN,9,S2A,acolite,665
18-Oct-2016,1.0665809,0.012217364,10,S2A,acolite,665
18-Oct-2016,1.1720988,0.01124059,11,S2A,acolite,665
18-Oct-2016,1.1069481,0.013835404,12,S2A,acolite,665
18-Oct-2016,1.3376877,0.010975786,13,S2A,acolite,665
18-Oct-2016,1.2995324,0.01184135,14,S2A,acolite,665
18-Oct-2016,1.1066806,0.013870691,15,S2A,acolite,665
18-Oct-2016,1.2270057,0.01270409,16,S2A,acolite,665
18-Oct-2016,1.2633729,0.01249709,17,S2A,acolite,665
28-Apr-2018,NaN,NaN,1,S2A,acolite,665
28-Apr-2018,NaN,NaN,2,S2A,acolite,665
28-Apr-2018,2.4821038,0.005867743,3,S2A,acolite,665
28-Apr-2018,NaN,NaN,4,S2A,acolite,665
28-Apr-2018,2.0432749,0.007690646,5,S2A,acolite,665
28-Apr-2018,1.7212806,0.009131142,6,S2A,acolite,665
28-Apr-2018,2.2417865,0.006439828,7,S2A,acolite,665
28-Apr-2018,NaN,NaN,8,S2A,acolite,665
28-Apr-2018,NaN,NaN,9,S2A,acolite,665
28-Apr-2018,NaN,NaN,10,S2A,acolite,665
28-Apr-2018,NaN,NaN,11,S2A,acolite,665
28-Apr-2018,1.5252035,0.010133698,12,S2A,acolite,665
28-Apr-2018,NaN,NaN,13,S2A,acolite,665
28-Apr-2018,NaN,NaN,14,S2A,acolite,665
28-Apr-2018,1.2122149,0.011512832,15,S2A,acolite,665
28-Apr-2018,1.9163895,0.008027376,16,S2A,acolite,665
28-Apr-2018,1.4397014,0.010874752,17,S2A,acolite,665
14-Oct-2020,NaN,NaN,1,S2A,acolite,665
14-Oct-2020,NaN,NaN,2,S2A,acolite,665
14-Oct-2020,1.3467348,0.011329844,3,S2A,acolite,665
14-Oct-2020,NaN,NaN,4,S2A,acolite,665
14-Oct-2020,1.4874351,0.01049737,5,S2A,acolite,665
14-Oct-2020,1.5194716,0.010007218,6,S2A,acolite,665
14-Oct-2020,1.4294857,0.010568916,7,S2A,acolite,665
14-Oct-2020,1.0680916,0.01342248,8,S2A,acolite,665
14-Oct-2020,NaN,NaN,9,S2A,acolite,665
14-Oct-2020,NaN,NaN,10,S2A,acolite,665
14-Oct-2020,NaN,NaN,11,S2A,acolite,665
14-Oct-2020,1.5141066,0.010046097,12,S2A,acolite,665
14-Oct-2020,0.82747203,0.016438402,13,S2A,acolite,665
14-Oct-2020,NaN,NaN,14,S2A,acolite,665
14-Oct-2020,1.1104002,0.012707003,15,S2A,acolite,665
14-Oct-2020,1.4416319,0.010781098,16,S2A,acolite,665
14-Oct-2020,1.5570586,0.00999597,17,S2A,acolite,665